,region,category,language,type,count
1431,Montréal,Non-Official & Non-Aboriginal languages,"Other languages, n.i.e.",most_at_work,0
1432,Toronto,Non-Official & Non-Aboriginal languages,"Other languages, n.i.e.",most_at_home,320
1433,Toronto,Non-Official & Non-Aboriginal languages,"Other languages, n.i.e.",most_at_work,0
1434,Calgary,Non-Official & Non-Aboriginal languages,"Other languages, n.i.e.",most_at_home,110
1435,Calgary,Non-Official & Non-Aboriginal languages,"Other languages, n.i.e.",most_at_work,0
1436,Edmonton,Non-Official & Non-Aboriginal languages,"Other languages, n.i.e.",most_at_home,75
1437,Edmonton,Non-Official & Non-Aboriginal languages,"Other languages, n.i.e.",most_at_work,10
1438,Vancouver,Non-Official & Non-Aboriginal languages,"Other languages, n.i.e.",most_at_home,110
1439,Vancouver,Non-Official & Non-Aboriginal languages,"Other languages, n.i.e.",most_at_work,25
1440,Montréal,Aboriginal languages,Ottawa (Odawa),most_at_home,0
1441,Montréal,Aboriginal languages,Ottawa (Odawa),most_at_work,0
1442,Toronto,Aboriginal languages,Ottawa (Odawa),most_at_home,5
1443,Toronto,Aboriginal languages,Ottawa (Odawa),most_at_work,0
1444,Calgary,Aboriginal languages,Ottawa (Odawa),most_at_home,0
1445,Calgary,Aboriginal languages,Ottawa (Odawa),most_at_work,0
1446,Edmonton,Aboriginal languages,Ottawa (Odawa),most_at_home,0
1447,Edmonton,Aboriginal languages,Ottawa (Odawa),most_at_work,0
1448,Vancouver,Aboriginal languages,Ottawa (Odawa),most_at_home,0
1449,Vancouver,Aboriginal languages,Ottawa (Odawa),most_at_work,0
1450,Montréal,Non-Official & Non-Aboriginal languages,"Pampangan (Kapampangan, Pampango)",most_at_home,60
1451,Montréal,Non-Official & Non-Aboriginal languages,"Pampangan (Kapampangan, Pampango)",most_at_work,10
1452,Toronto,Non-Official & Non-Aboriginal languages,"Pampangan (Kapampangan, Pampango)",most_at_home,405
1453,Toronto,Non-Official & Non-Aboriginal languages,"Pampangan (Kapampangan, Pampango)",most_at_work,10
1454,Calgary,Non-Official & Non-Aboriginal languages,"Pampangan (Kapampangan, Pampango)",most_at_home,65
1455,Calgary,Non-Official & Non-Aboriginal languages,"Pampangan (Kapampangan, Pampango)",most_at_work,0
1456,Edmonton,Non-Official & Non-Aboriginal languages,"Pampangan (Kapampangan, Pampango)",most_at_home,130
1457,Edmonton,Non-Official & Non-Aboriginal languages,"Pampangan (Kapampangan, Pampango)",most_at_work,0
1458,Vancouver,Non-Official & Non-Aboriginal languages,"Pampangan (Kapampangan, Pampango)",most_at_home,140
1459,Vancouver,Non-Official & Non-Aboriginal languages,"Pampangan (Kapampangan, Pampango)",most_at_work,0
1460,Montréal,Non-Official & Non-Aboriginal languages,Pangasinan,most_at_home,15
1461,Montréal,Non-Official & Non-Aboriginal languages,Pangasinan,most_at_work,0
1462,Toronto,Non-Official & Non-Aboriginal languages,Pangasinan,most_at_home,80
1463,Toronto,Non-Official & Non-Aboriginal languages,Pangasinan,most_at_work,0
1464,Calgary,Non-Official & Non-Aboriginal languages,Pangasinan,most_at_home,20
1465,Calgary,Non-Official & Non-Aboriginal languages,Pangasinan,most_at_work,0
1466,Edmonton,Non-Official & Non-Aboriginal languages,Pangasinan,most_at_home,25
1467,Edmonton,Non-Official & Non-Aboriginal languages,Pangasinan,most_at_work,0
1468,Vancouver,Non-Official & Non-Aboriginal languages,Pangasinan,most_at_home,55
1469,Vancouver,Non-Official & Non-Aboriginal languages,Pangasinan,most_at_work,0
1470,Montréal,Non-Official & Non-Aboriginal languages,Pashto,most_at_home,880
1471,Montréal,Non-Official & Non-Aboriginal languages,Pashto,most_at_work,10
1472,Toronto,Non-Official & Non-Aboriginal languages,Pashto,most_at_home,4845
1473,Toronto,Non-Official & Non-Aboriginal languages,Pashto,most_at_work,10
1474,Calgary,Non-Official & Non-Aboriginal languages,Pashto,most_at_home,1055
1475,Calgary,Non-Official & Non-Aboriginal languages,Pashto,most_at_work,15
1476,Edmonton,Non-Official & Non-Aboriginal languages,Pashto,most_at_home,430
1477,Edmonton,Non-Official & Non-Aboriginal languages,Pashto,most_at_work,0
1478,Vancouver,Non-Official & Non-Aboriginal languages,Pashto,most_at_home,660
1479,Vancouver,Non-Official & Non-Aboriginal languages,Pashto,most_at_work,0
1480,Montréal,Non-Official & Non-Aboriginal languages,Persian (Farsi),most_at_home,18305
1481,Montréal,Non-Official & Non-Aboriginal languages,Persian (Farsi),most_at_work,570
1482,Toronto,Non-Official & Non-Aboriginal languages,Persian (Farsi),most_at_home,67315
1483,Toronto,Non-Official & Non-Aboriginal languages,Persian (Farsi),most_at_work,2350
1484,Calgary,Non-Official & Non-Aboriginal languages,Persian (Farsi),most_at_home,6480
1485,Calgary,Non-Official & Non-Aboriginal languages,Persian (Farsi),most_at_work,120
1486,Edmonton,Non-Official & Non-Aboriginal languages,Persian (Farsi),most_at_home,3220
1487,Edmonton,Non-Official & Non-Aboriginal languages,Persian (Farsi),most_at_work,55
1488,Vancouver,Non-Official & Non-Aboriginal languages,Persian (Farsi),most_at_home,27355
1489,Vancouver,Non-Official & Non-Aboriginal languages,Persian (Farsi),most_at_work,1045
1490,Montréal,Aboriginal languages,Plains Cree,most_at_home,0
1491,Montréal,Aboriginal languages,Plains Cree,most_at_work,0
1492,Toronto,Aboriginal languages,Plains Cree,most_at_home,0
1493,Toronto,Aboriginal languages,Plains Cree,most_at_work,0
1494,Calgary,Aboriginal languages,Plains Cree,most_at_home,10
1495,Calgary,Aboriginal languages,Plains Cree,most_at_work,0
1496,Edmonton,Aboriginal languages,Plains Cree,most_at_home,55
1497,Edmonton,Aboriginal languages,Plains Cree,most_at_work,0
1498,Vancouver,Aboriginal languages,Plains Cree,most_at_home,0
1499,Vancouver,Aboriginal languages,Plains Cree,most_at_work,0
1500,Montréal,Non-Official & Non-Aboriginal languages,Polish,most_at_home,5400
1501,Montréal,Non-Official & Non-Aboriginal languages,Polish,most_at_work,160
1502,Toronto,Non-Official & Non-Aboriginal languages,Polish,most_at_home,33320
1503,Toronto,Non-Official & Non-Aboriginal languages,Polish,most_at_work,1490
1504,Calgary,Non-Official & Non-Aboriginal languages,Polish,most_at_home,3275
1505,Calgary,Non-Official & Non-Aboriginal languages,Polish,most_at_work,100
1506,Edmonton,Non-Official & Non-Aboriginal languages,Polish,most_at_home,3805
1507,Edmonton,Non-Official & Non-Aboriginal languages,Polish,most_at_work,120
1508,Vancouver,Non-Official & Non-Aboriginal languages,Polish,most_at_home,4485
1509,Vancouver,Non-Official & Non-Aboriginal languages,Polish,most_at_work,95
1510,Montréal,Non-Official & Non-Aboriginal languages,Portuguese,most_at_home,14570
1511,Montréal,Non-Official & Non-Aboriginal languages,Portuguese,most_at_work,515
1512,Toronto,Non-Official & Non-Aboriginal languages,Portuguese,most_at_home,50210
1513,Toronto,Non-Official & Non-Aboriginal languages,Portuguese,most_at_work,5065
1514,Calgary,Non-Official & Non-Aboriginal languages,Portuguese,most_at_home,1770
1515,Calgary,Non-Official & Non-Aboriginal languages,Portuguese,most_at_work,95
1516,Edmonton,Non-Official & Non-Aboriginal languages,Portuguese,most_at_home,1915
1517,Edmonton,Non-Official & Non-Aboriginal languages,Portuguese,most_at_work,45
1518,Vancouver,Non-Official & Non-Aboriginal languages,Portuguese,most_at_home,5115
1519,Vancouver,Non-Official & Non-Aboriginal languages,Portuguese,most_at_work,495
1520,Montréal,Non-Official & Non-Aboriginal languages,Punjabi (Panjabi),most_at_home,8775
1521,Montréal,Non-Official & Non-Aboriginal languages,Punjabi (Panjabi),most_at_work,415
1522,Toronto,Non-Official & Non-Aboriginal languages,Punjabi (Panjabi),most_at_home,116045
1523,Toronto,Non-Official & Non-Aboriginal languages,Punjabi (Panjabi),most_at_work,5635
1524,Calgary,Non-Official & Non-Aboriginal languages,Punjabi (Panjabi),most_at_home,29100
1525,Calgary,Non-Official & Non-Aboriginal languages,Punjabi (Panjabi),most_at_work,1455
1526,Edmonton,Non-Official & Non-Aboriginal languages,Punjabi (Panjabi),most_at_home,20650
1527,Edmonton,Non-Official & Non-Aboriginal languages,Punjabi (Panjabi),most_at_work,975
1528,Vancouver,Non-Official & Non-Aboriginal languages,Punjabi (Panjabi),most_at_home,104855
1529,Vancouver,Non-Official & Non-Aboriginal languages,Punjabi (Panjabi),most_at_work,13125
1530,Montréal,Non-Official & Non-Aboriginal languages,Quebec Sign Language,most_at_home,455
1531,Montréal,Non-Official & Non-Aboriginal languages,Quebec Sign Language,most_at_work,70
1532,Toronto,Non-Official & Non-Aboriginal languages,Quebec Sign Language,most_at_home,0
1533,Toronto,Non-Official & Non-Aboriginal languages,Quebec Sign Language,most_at_work,0
1534,Calgary,Non-Official & Non-Aboriginal languages,Quebec Sign Language,most_at_home,0
1535,Calgary,Non-Official & Non-Aboriginal languages,Quebec Sign Language,most_at_work,0
1536,Edmonton,Non-Official & Non-Aboriginal languages,Quebec Sign Language,most_at_home,0
1537,Edmonton,Non-Official & Non-Aboriginal languages,Quebec Sign Language,most_at_work,0
1538,Vancouver,Non-Official & Non-Aboriginal languages,Quebec Sign Language,most_at_home,0
1539,Vancouver,Non-Official & Non-Aboriginal languages,Quebec Sign Language,most_at_work,0
1540,Montréal,Non-Official & Non-Aboriginal languages,Romanian,most_at_home,22945
1541,Montréal,Non-Official & Non-Aboriginal languages,Romanian,most_at_work,310
1542,Toronto,Non-Official & Non-Aboriginal languages,Romanian,most_at_home,12200
1543,Toronto,Non-Official & Non-Aboriginal languages,Romanian,most_at_work,245
1544,Calgary,Non-Official & Non-Aboriginal languages,Romanian,most_at_home,2475
1545,Calgary,Non-Official & Non-Aboriginal languages,Romanian,most_at_work,55
1546,Edmonton,Non-Official & Non-Aboriginal languages,Romanian,most_at_home,1360
1547,Edmonton,Non-Official & Non-Aboriginal languages,Romanian,most_at_work,0
1548,Vancouver,Non-Official & Non-Aboriginal languages,Romanian,most_at_home,3215
1549,Vancouver,Non-Official & Non-Aboriginal languages,Romanian,most_at_work,65
1550,Montréal,Non-Official & Non-Aboriginal languages,Rundi (Kirundi),most_at_home,470
1551,Montréal,Non-Official & Non-Aboriginal languages,Rundi (Kirundi),most_at_work,0
1552,Toronto,Non-Official & Non-Aboriginal languages,Rundi (Kirundi),most_at_home,125
1553,Toronto,Non-Official & Non-Aboriginal languages,Rundi (Kirundi),most_at_work,0
1554,Calgary,Non-Official & Non-Aboriginal languages,Rundi (Kirundi),most_at_home,65
1555,Calgary,Non-Official & Non-Aboriginal languages,Rundi (Kirundi),most_at_work,0
1556,Edmonton,Non-Official & Non-Aboriginal languages,Rundi (Kirundi),most_at_home,195
1557,Edmonton,Non-Official & Non-Aboriginal languages,Rundi (Kirundi),most_at_work,0
1558,Vancouver,Non-Official & Non-Aboriginal languages,Rundi (Kirundi),most_at_home,55
1559,Vancouver,Non-Official & Non-Aboriginal languages,Rundi (Kirundi),most_at_work,0
1560,Montréal,Non-Official & Non-Aboriginal languages,Russian,most_at_home,19395
1561,Montréal,Non-Official & Non-Aboriginal languages,Russian,most_at_work,690
1562,Toronto,Non-Official & Non-Aboriginal languages,Russian,most_at_home,53670
1563,Toronto,Non-Official & Non-Aboriginal languages,Russian,most_at_work,2515
1564,Calgary,Non-Official & Non-Aboriginal languages,Russian,most_at_home,5785
1565,Calgary,Non-Official & Non-Aboriginal languages,Russian,most_at_work,160
1566,Edmonton,Non-Official & Non-Aboriginal languages,Russian,most_at_home,3260
1567,Edmonton,Non-Official & Non-Aboriginal languages,Russian,most_at_work,75
1568,Vancouver,Non-Official & Non-Aboriginal languages,Russian,most_at_home,10795
1569,Vancouver,Non-Official & Non-Aboriginal languages,Russian,most_at_work,435
1570,Montréal,Aboriginal languages,"Salish languages, n.i.e.",most_at_home,5
1571,Montréal,Aboriginal languages,"Salish languages, n.i.e.",most_at_work,0
1572,Toronto,Aboriginal languages,"Salish languages, n.i.e.",most_at_home,0
1573,Toronto,Aboriginal languages,"Salish languages, n.i.e.",most_at_work,0
1574,Calgary,Aboriginal languages,"Salish languages, n.i.e.",most_at_home,0
1575,Calgary,Aboriginal languages,"Salish languages, n.i.e.",most_at_work,0
1576,Edmonton,Aboriginal languages,"Salish languages, n.i.e.",most_at_home,0
1577,Edmonton,Aboriginal languages,"Salish languages, n.i.e.",most_at_work,0
1578,Vancouver,Aboriginal languages,"Salish languages, n.i.e.",most_at_home,0
1579,Vancouver,Aboriginal languages,"Salish languages, n.i.e.",most_at_work,0
1580,Montréal,Aboriginal languages,Sarsi (Sarcee),most_at_home,0
1581,Montréal,Aboriginal languages,Sarsi (Sarcee),most_at_work,0
1582,Toronto,Aboriginal languages,Sarsi (Sarcee),most_at_home,5
1583,Toronto,Aboriginal languages,Sarsi (Sarcee),most_at_work,0
1584,Calgary,Aboriginal languages,Sarsi (Sarcee),most_at_home,10
1585,Calgary,Aboriginal languages,Sarsi (Sarcee),most_at_work,10
1586,Edmonton,Aboriginal languages,Sarsi (Sarcee),most_at_home,0
1587,Edmonton,Aboriginal languages,Sarsi (Sarcee),most_at_work,0
1588,Vancouver,Aboriginal languages,Sarsi (Sarcee),most_at_home,0
1589,Vancouver,Aboriginal languages,Sarsi (Sarcee),most_at_work,0
1590,Montréal,Non-Official & Non-Aboriginal languages,Scottish Gaelic,most_at_home,5
1591,Montréal,Non-Official & Non-Aboriginal languages,Scottish Gaelic,most_at_work,0
1592,Toronto,Non-Official & Non-Aboriginal languages,Scottish Gaelic,most_at_home,25
1593,Toronto,Non-Official & Non-Aboriginal languages,Scottish Gaelic,most_at_work,0
1594,Calgary,Non-Official & Non-Aboriginal languages,Scottish Gaelic,most_at_home,5
1595,Calgary,Non-Official & Non-Aboriginal languages,Scottish Gaelic,most_at_work,0
1596,Edmonton,Non-Official & Non-Aboriginal languages,Scottish Gaelic,most_at_home,5
1597,Edmonton,Non-Official & Non-Aboriginal languages,Scottish Gaelic,most_at_work,0
1598,Vancouver,Non-Official & Non-Aboriginal languages,Scottish Gaelic,most_at_home,15
1599,Vancouver,Non-Official & Non-Aboriginal languages,Scottish Gaelic,most_at_work,0
1600,Montréal,Aboriginal languages,Sekani,most_at_home,0
1601,Montréal,Aboriginal languages,Sekani,most_at_work,0
1602,Toronto,Aboriginal languages,Sekani,most_at_home,0
1603,Toronto,Aboriginal languages,Sekani,most_at_work,0
1604,Calgary,Aboriginal languages,Sekani,most_at_home,0
1605,Calgary,Aboriginal languages,Sekani,most_at_work,0
1606,Edmonton,Aboriginal languages,Sekani,most_at_home,0
1607,Edmonton,Aboriginal languages,Sekani,most_at_work,0
1608,Vancouver,Aboriginal languages,Sekani,most_at_home,0
1609,Vancouver,Aboriginal languages,Sekani,most_at_work,0
1610,Montréal,Non-Official & Non-Aboriginal languages,"Semitic languages, n.i.e.",most_at_home,40
1611,Montréal,Non-Official & Non-Aboriginal languages,"Semitic languages, n.i.e.",most_at_work,0
1612,Toronto,Non-Official & Non-Aboriginal languages,"Semitic languages, n.i.e.",most_at_home,475
1613,Toronto,Non-Official & Non-Aboriginal languages,"Semitic languages, n.i.e.",most_at_work,10
1614,Calgary,Non-Official & Non-Aboriginal languages,"Semitic languages, n.i.e.",most_at_home,150
1615,Calgary,Non-Official & Non-Aboriginal languages,"Semitic languages, n.i.e.",most_at_work,0
1616,Edmonton,Non-Official & Non-Aboriginal languages,"Semitic languages, n.i.e.",most_at_home,55
1617,Edmonton,Non-Official & Non-Aboriginal languages,"Semitic languages, n.i.e.",most_at_work,50
1618,Vancouver,Non-Official & Non-Aboriginal languages,"Semitic languages, n.i.e.",most_at_home,85
1619,Vancouver,Non-Official & Non-Aboriginal languages,"Semitic languages, n.i.e.",most_at_work,0
1620,Montréal,Non-Official & Non-Aboriginal languages,Serbian,most_at_home,1065
1621,Montréal,Non-Official & Non-Aboriginal languages,Serbian,most_at_work,10
1622,Toronto,Non-Official & Non-Aboriginal languages,Serbian,most_at_home,12200
1623,Toronto,Non-Official & Non-Aboriginal languages,Serbian,most_at_work,165
1624,Calgary,Non-Official & Non-Aboriginal languages,Serbian,most_at_home,945
1625,Calgary,Non-Official & Non-Aboriginal languages,Serbian,most_at_work,10
1626,Edmonton,Non-Official & Non-Aboriginal languages,Serbian,most_at_home,1005
1627,Edmonton,Non-Official & Non-Aboriginal languages,Serbian,most_at_work,10
1628,Vancouver,Non-Official & Non-Aboriginal languages,Serbian,most_at_home,3470
1629,Vancouver,Non-Official & Non-Aboriginal languages,Serbian,most_at_work,85
1630,Montréal,Non-Official & Non-Aboriginal languages,Serbo-Croatian,most_at_home,270
1631,Montréal,Non-Official & Non-Aboriginal languages,Serbo-Croatian,most_at_work,0
1632,Toronto,Non-Official & Non-Aboriginal languages,Serbo-Croatian,most_at_home,935
1633,Toronto,Non-Official & Non-Aboriginal languages,Serbo-Croatian,most_at_work,20
1634,Calgary,Non-Official & Non-Aboriginal languages,Serbo-Croatian,most_at_home,180
1635,Calgary,Non-Official & Non-Aboriginal languages,Serbo-Croatian,most_at_work,0
1636,Edmonton,Non-Official & Non-Aboriginal languages,Serbo-Croatian,most_at_home,120
1637,Edmonton,Non-Official & Non-Aboriginal languages,Serbo-Croatian,most_at_work,0
1638,Vancouver,Non-Official & Non-Aboriginal languages,Serbo-Croatian,most_at_home,435
1639,Vancouver,Non-Official & Non-Aboriginal languages,Serbo-Croatian,most_at_work,0
1640,Montréal,Non-Official & Non-Aboriginal languages,Shona,most_at_home,20
1641,Montréal,Non-Official & Non-Aboriginal languages,Shona,most_at_work,0
1642,Toronto,Non-Official & Non-Aboriginal languages,Shona,most_at_home,235
1643,Toronto,Non-Official & Non-Aboriginal languages,Shona,most_at_work,0
1644,Calgary,Non-Official & Non-Aboriginal languages,Shona,most_at_home,95
1645,Calgary,Non-Official & Non-Aboriginal languages,Shona,most_at_work,0
1646,Edmonton,Non-Official & Non-Aboriginal languages,Shona,most_at_home,215
1647,Edmonton,Non-Official & Non-Aboriginal languages,Shona,most_at_work,0
1648,Vancouver,Non-Official & Non-Aboriginal languages,Shona,most_at_home,40
1649,Vancouver,Non-Official & Non-Aboriginal languages,Shona,most_at_work,0
1650,Montréal,Aboriginal languages,Shuswap (Secwepemctsin),most_at_home,0
1651,Montréal,Aboriginal languages,Shuswap (Secwepemctsin),most_at_work,0
1652,Toronto,Aboriginal languages,Shuswap (Secwepemctsin),most_at_home,0
1653,Toronto,Aboriginal languages,Shuswap (Secwepemctsin),most_at_work,0
1654,Calgary,Aboriginal languages,Shuswap (Secwepemctsin),most_at_home,0
1655,Calgary,Aboriginal languages,Shuswap (Secwepemctsin),most_at_work,0
1656,Edmonton,Aboriginal languages,Shuswap (Secwepemctsin),most_at_home,0
1657,Edmonton,Aboriginal languages,Shuswap (Secwepemctsin),most_at_work,0
1658,Vancouver,Aboriginal languages,Shuswap (Secwepemctsin),most_at_home,5
1659,Vancouver,Aboriginal languages,Shuswap (Secwepemctsin),most_at_work,0
1660,Montréal,Non-Official & Non-Aboriginal languages,"Sign languages, n.i.e",most_at_home,525
1661,Montréal,Non-Official & Non-Aboriginal languages,"Sign languages, n.i.e",most_at_work,40
1662,Toronto,Non-Official & Non-Aboriginal languages,"Sign languages, n.i.e",most_at_home,1190
1663,Toronto,Non-Official & Non-Aboriginal languages,"Sign languages, n.i.e",most_at_work,110
1664,Calgary,Non-Official & Non-Aboriginal languages,"Sign languages, n.i.e",most_at_home,250
1665,Calgary,Non-Official & Non-Aboriginal languages,"Sign languages, n.i.e",most_at_work,35
1666,Edmonton,Non-Official & Non-Aboriginal languages,"Sign languages, n.i.e",most_at_home,285
1667,Edmonton,Non-Official & Non-Aboriginal languages,"Sign languages, n.i.e",most_at_work,45
1668,Vancouver,Non-Official & Non-Aboriginal languages,"Sign languages, n.i.e",most_at_home,530
1669,Vancouver,Non-Official & Non-Aboriginal languages,"Sign languages, n.i.e",most_at_work,35
1670,Montréal,Non-Official & Non-Aboriginal languages,Sindhi,most_at_home,135
1671,Montréal,Non-Official & Non-Aboriginal languages,Sindhi,most_at_work,0
1672,Toronto,Non-Official & Non-Aboriginal languages,Sindhi,most_at_home,2490
1673,Toronto,Non-Official & Non-Aboriginal languages,Sindhi,most_at_work,25
1674,Calgary,Non-Official & Non-Aboriginal languages,Sindhi,most_at_home,745
1675,Calgary,Non-Official & Non-Aboriginal languages,Sindhi,most_at_work,10
1676,Edmonton,Non-Official & Non-Aboriginal languages,Sindhi,most_at_home,460
1677,Edmonton,Non-Official & Non-Aboriginal languages,Sindhi,most_at_work,0
1678,Vancouver,Non-Official & Non-Aboriginal languages,Sindhi,most_at_home,595
1679,Vancouver,Non-Official & Non-Aboriginal languages,Sindhi,most_at_work,10
1680,Montréal,Non-Official & Non-Aboriginal languages,Sinhala (Sinhalese),most_at_home,350
1681,Montréal,Non-Official & Non-Aboriginal languages,Sinhala (Sinhalese),most_at_work,0
1682,Toronto,Non-Official & Non-Aboriginal languages,Sinhala (Sinhalese),most_at_home,3580
1683,Toronto,Non-Official & Non-Aboriginal languages,Sinhala (Sinhalese),most_at_work,25
1684,Calgary,Non-Official & Non-Aboriginal languages,Sinhala (Sinhalese),most_at_home,485
1685,Calgary,Non-Official & Non-Aboriginal languages,Sinhala (Sinhalese),most_at_work,10
1686,Edmonton,Non-Official & Non-Aboriginal languages,Sinhala (Sinhalese),most_at_home,780
1687,Edmonton,Non-Official & Non-Aboriginal languages,Sinhala (Sinhalese),most_at_work,0
1688,Vancouver,Non-Official & Non-Aboriginal languages,Sinhala (Sinhalese),most_at_home,595
1689,Vancouver,Non-Official & Non-Aboriginal languages,Sinhala (Sinhalese),most_at_work,0
1690,Montréal,Aboriginal languages,"Siouan languages, n.i.e.",most_at_home,0
1691,Montréal,Aboriginal languages,"Siouan languages, n.i.e.",most_at_work,0
1692,Toronto,Aboriginal languages,"Siouan languages, n.i.e.",most_at_home,0
1693,Toronto,Aboriginal languages,"Siouan languages, n.i.e.",most_at_work,0
1694,Calgary,Aboriginal languages,"Siouan languages, n.i.e.",most_at_home,0
1695,Calgary,Aboriginal languages,"Siouan languages, n.i.e.",most_at_work,0
1696,Edmonton,Aboriginal languages,"Siouan languages, n.i.e.",most_at_home,0
1697,Edmonton,Aboriginal languages,"Siouan languages, n.i.e.",most_at_work,0
1698,Vancouver,Aboriginal languages,"Siouan languages, n.i.e.",most_at_home,0
1699,Vancouver,Aboriginal languages,"Siouan languages, n.i.e.",most_at_work,0
1700,Montréal,Aboriginal languages,"Slavey, n.o.s.",most_at_home,0
1701,Montréal,Aboriginal languages,"Slavey, n.o.s.",most_at_work,0
1702,Toronto,Aboriginal languages,"Slavey, n.o.s.",most_at_home,0
1703,Toronto,Aboriginal languages,"Slavey, n.o.s.",most_at_work,0
1704,Calgary,Aboriginal languages,"Slavey, n.o.s.",most_at_home,0
1705,Calgary,Aboriginal languages,"Slavey, n.o.s.",most_at_work,0
1706,Edmonton,Aboriginal languages,"Slavey, n.o.s.",most_at_home,0
1707,Edmonton,Aboriginal languages,"Slavey, n.o.s.",most_at_work,0
1708,Vancouver,Aboriginal languages,"Slavey, n.o.s.",most_at_home,0
1709,Vancouver,Aboriginal languages,"Slavey, n.o.s.",most_at_work,0
1710,Montréal,Non-Official & Non-Aboriginal languages,"Slavic languages, n.i.e.",most_at_home,30
1711,Montréal,Non-Official & Non-Aboriginal languages,"Slavic languages, n.i.e.",most_at_work,0
1712,Toronto,Non-Official & Non-Aboriginal languages,"Slavic languages, n.i.e.",most_at_home,130
1713,Toronto,Non-Official & Non-Aboriginal languages,"Slavic languages, n.i.e.",most_at_work,10
1714,Calgary,Non-Official & Non-Aboriginal languages,"Slavic languages, n.i.e.",most_at_home,15
1715,Calgary,Non-Official & Non-Aboriginal languages,"Slavic languages, n.i.e.",most_at_work,0
1716,Edmonton,Non-Official & Non-Aboriginal languages,"Slavic languages, n.i.e.",most_at_home,25
1717,Edmonton,Non-Official & Non-Aboriginal languages,"Slavic languages, n.i.e.",most_at_work,0
1718,Vancouver,Non-Official & Non-Aboriginal languages,"Slavic languages, n.i.e.",most_at_home,30
1719,Vancouver,Non-Official & Non-Aboriginal languages,"Slavic languages, n.i.e.",most_at_work,0
1720,Montréal,Non-Official & Non-Aboriginal languages,Slovak,most_at_home,215
1721,Montréal,Non-Official & Non-Aboriginal languages,Slovak,most_at_work,0
1722,Toronto,Non-Official & Non-Aboriginal languages,Slovak,most_at_home,2290
1723,Toronto,Non-Official & Non-Aboriginal languages,Slovak,most_at_work,50
1724,Calgary,Non-Official & Non-Aboriginal languages,Slovak,most_at_home,465
1725,Calgary,Non-Official & Non-Aboriginal languages,Slovak,most_at_work,0
1726,Edmonton,Non-Official & Non-Aboriginal languages,Slovak,most_at_home,170
1727,Edmonton,Non-Official & Non-Aboriginal languages,Slovak,most_at_work,15
1728,Vancouver,Non-Official & Non-Aboriginal languages,Slovak,most_at_home,780
1729,Vancouver,Non-Official & Non-Aboriginal languages,Slovak,most_at_work,10
1730,Montréal,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),most_at_home,220
1731,Montréal,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),most_at_work,0
1732,Toronto,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),most_at_home,890
1733,Toronto,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),most_at_work,0
1734,Calgary,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),most_at_home,40
1735,Calgary,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),most_at_work,0
1736,Edmonton,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),most_at_home,65
1737,Edmonton,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),most_at_work,0
1738,Vancouver,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),most_at_home,60
1739,Vancouver,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),most_at_work,0
1740,Montréal,Non-Official & Non-Aboriginal languages,Somali,most_at_home,350
1741,Montréal,Non-Official & Non-Aboriginal languages,Somali,most_at_work,0
1742,Toronto,Non-Official & Non-Aboriginal languages,Somali,most_at_home,7765
1743,Toronto,Non-Official & Non-Aboriginal languages,Somali,most_at_work,85
1744,Calgary,Non-Official & Non-Aboriginal languages,Somali,most_at_home,890
1745,Calgary,Non-Official & Non-Aboriginal languages,Somali,most_at_work,10
1746,Edmonton,Non-Official & Non-Aboriginal languages,Somali,most_at_home,4740
1747,Edmonton,Non-Official & Non-Aboriginal languages,Somali,most_at_work,55
1748,Vancouver,Non-Official & Non-Aboriginal languages,Somali,most_at_home,610
1749,Vancouver,Non-Official & Non-Aboriginal languages,Somali,most_at_work,10
1750,Montréal,Aboriginal languages,South Slavey,most_at_home,0
1751,Montréal,Aboriginal languages,South Slavey,most_at_work,0
1752,Toronto,Aboriginal languages,South Slavey,most_at_home,0
1753,Toronto,Aboriginal languages,South Slavey,most_at_work,0
1754,Calgary,Aboriginal languages,South Slavey,most_at_home,0
1755,Calgary,Aboriginal languages,South Slavey,most_at_work,0
1756,Edmonton,Aboriginal languages,South Slavey,most_at_home,5
1757,Edmonton,Aboriginal languages,South Slavey,most_at_work,0
1758,Vancouver,Aboriginal languages,South Slavey,most_at_home,0
1759,Vancouver,Aboriginal languages,South Slavey,most_at_work,0
1760,Montréal,Aboriginal languages,Southern East Cree,most_at_home,5
1761,Montréal,Aboriginal languages,Southern East Cree,most_at_work,0
1762,Toronto,Aboriginal languages,Southern East Cree,most_at_home,0
1763,Toronto,Aboriginal languages,Southern East Cree,most_at_work,0
1764,Calgary,Aboriginal languages,Southern East Cree,most_at_home,0
1765,Calgary,Aboriginal languages,Southern East Cree,most_at_work,0
1766,Edmonton,Aboriginal languages,Southern East Cree,most_at_home,0
1767,Edmonton,Aboriginal languages,Southern East Cree,most_at_work,0
